Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,VOC Emissions,Particulate Emissions,Sulphur Dioxide / Sulphur Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,GHG Scope 3,Carbon per Unit of Production,Fuel Used - Natural Gas,Energy Per Unit of Production,Policy Against Child Labor,Community Spending,Gender Pay Gap Breakout,Pct Women in Middle and or Other Management,Pct Women in Workforce,Fatalities - Employees,Fatalities - Contractors,Fatalities - Total,Lost Time Incident Rate - Employees,Lost Time Incident Rate - Contractors,Lost Time Incident Rate - Workforce,Total Recordable Incident Rate - Employees,Total Recordable Incident Rate - Contractors,Total Recordable Incident Rate - Workforce,Number of Employees - CSR,Number of Contractors,Employee Turnover Pct,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Board Age Limit,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Carbon Monoxide Emissions,CO2 Scope 1,Scope of Disclosure,Total Energy Consumption,Electricity Used,Total Waste,Waste Recycled,Waste Sent to Landfills,Total Water Withdrawal,Total Water Discharged,Water Consumption,Human Rights Policy,Equal Opportunity Policy,Pct Women in Senior Management,Pct Minorities in Workforce,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Pct Employees Unionized,Employee Training Cost,Total Hours Spent by Firm - Employee Training,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Fuel Used - Coal/Lignite,Fuel Used - Crude Oil/Diesel,Waste Reduction Policy,Hazardous Waste,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Quality Assurance and Recall Policy,Consumer Data Protection Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Renewable Energy Use,80%+ Workforce Gender Pay Gap Waterfall,Political Donations,Company Conducts Board Evaluations,Company Has Executive Share Ownership Guidelines,Director Share Ownership Guidelines,GHG Scope 2 Market-Based,Self Generated Renewable Electricity,Pct Minorities in Management,Pct Disabled in Workforce,Percentage Gender Pay Gap for Senior Management,Percentage Gender Pay Gap Mid & Other Management,CO2 Scope 2 Location-Based,Water per Unit of Production,Pct Recycled Materials,Number of Suppliers Audited,Percentage Suppliers Audited,Number of Supplier Audits Conducted,Number Supplier Facilities Audited,Percentage of Suppliers in Non-Compliance,ODS Emissions,Number of Customer Complaints,Transition Plan Claim,Adopts TNFD Recommendations,Zero Deforestation Policy,Board Level Oversight of Biodiversity,Executive Level Oversight of Biodiversity,Company Discloses Employee Engagement Score,Indep Directors,Raw Materials Used,Percentage Gender Pay Gap Employees Ex Management,Percentage Raw Material from Sustainable Sources,"Revenue, Adj","Net Income, Adj",Margin %,"EPS, Adj",Market Cap ($M),Market Cap Category
CNOOC Ltd,883,2016,3.660,2.830,3.600,5.310,51.112,27.303,36.034,89.856,0.199,,,0.010,Yes,"6,735.400",360.295,,0.120,"1,732,000.000",,Yes,34.000,,,12.930,3.000,2.000,5.000,0.030,,0.040,0.060,,0.120,"19,436.000",,2.500,4.000,3.000,3.000,4.000,100.000,8.000,13.000,6.000,5.000,100.000,3.000,2.000,2.000,100.000,0.000,0.000,,55.000,72.000,4.000,3.000,2.000,1.000,100.000,3.000,,,,"22,363.400",132.000,34.748,,,,,"1,879.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"920,576.000",Yes,Yes,Yes,No,Yes,,393.240,No,20.101,No,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2017,3.810,2.710,4.130,5.580,55.900,41.679,36.034,89.856,0.272,,,0.008,Yes,"7,736.000",93.000,,0.141,"1,766,000.000",,Yes,26.510,,,13.670,0.000,2.000,2.000,0.030,,0.030,0.059,,0.080,"19,030.000",,1.600,5.000,3.000,3.000,4.000,100.000,9.000,13.000,7.000,4.000,97.220,3.000,2.000,3.000,100.000,0.000,0.000,,46.000,73.000,4.000,3.000,2.000,1.000,100.000,3.000,,,,"24,536.699",150.000,38.816,,,,,"1,813.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"1,084,230.000",Yes,Yes,Yes,No,Yes,,407.740,No,22.326,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2018,3.680,2.670,3.770,5.550,56.715,42.163,37.999,89.856,0.341,,,0.018,Yes,"7,345.000",135.000,,0.133,"1,881,000.000",,Yes,23.000,,18.000,16.000,1.000,1.000,2.000,0.050,,0.040,0.080,,0.080,"18,312.000",,1.600,6.000,3.000,3.000,4.000,100.000,8.000,9.000,6.000,6.000,100.000,3.000,2.000,2.000,100.000,1.000,0.000,,47.000,74.000,4.000,3.000,2.000,3.000,100.000,3.000,,,,"24,614.400",203.000,43.396,,,,,"1,859.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"1,235,640.000",Yes,Yes,Yes,No,Yes,,410.060,Yes,29.426,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2019,3.830,2.830,4.230,5.320,56.715,42.163,37.999,89.856,0.331,,,0.012,Yes,"8,597.000",186.000,,0.149,"2,051,000.000",,Yes,64.080,,14.350,15.830,0.000,1.000,1.000,0.020,,0.030,0.080,,0.070,"18,703.000",,1.150,7.000,3.000,3.000,4.000,100.000,6.000,8.000,5.000,10.000,100.000,3.000,2.000,2.000,100.000,1.000,0.000,,48.000,75.000,4.000,3.000,2.000,1.000,100.000,3.000,,,,"26,907.400",254.000,61.876,,,,,"2,137.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"1,492,570.000",Yes,Yes,Yes,No,Yes,,494.624,Yes,45.772,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2020,4.060,3.040,4.270,5.760,57.047,45.545,37.999,87.477,0.418,,,0.029,Yes,"9,123.000",222.000,,0.147,"2,228,000.000",,Yes,93.300,,16.000,14.000,0.000,1.000,1.000,0.000,,0.100,0.020,,0.160,"18,353.000",,0.640,8.000,3.000,3.000,4.000,100.000,9.000,11.000,7.000,6.000,,3.000,2.000,2.000,100.000,1.000,1.000,,47.000,76.000,4.000,3.000,2.000,1.000,100.000,3.000,,,,"29,009.600",283.000,58.714,,,,,"2,120.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"2,980,200.000",Yes,Yes,Yes,No,Yes,,516.200,Yes,28.011,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,33.300,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2021,4.100,2.940,4.630,5.740,57.047,45.545,37.999,87.477,0.318,,,0.022,Yes,"9,774.000",531.000,,0.160,"2,469,000.000",,Yes,95.810,,16.000,16.000,0.000,5.000,5.000,0.080,,0.110,0.210,,0.180,"19,086.000",,0.780,1.000,3.000,3.000,5.000,100.000,9.000,9.000,7.000,9.000,,3.000,2.000,2.000,100.000,1.000,1.000,,50.000,77.000,4.000,3.000,2.000,1.000,100.000,3.000,,,,"31,311.301",636.000,92.413,,,,,"2,127.000",Yes,Yes,,,Yes,Yes,Yes,Yes,,,"3,850,250.000",Yes,Yes,Yes,No,Yes,,464.348,Yes,40.918,Yes,Yes,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,33.000,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2022,4.000,2.930,4.210,5.840,58.938,47.267,39.571,89.856,0.179,,,0.013,Yes,"9,779.000","1,101.000",,0.156,"2,582,000.000",,Yes,96.020,,17.000,17.000,0.000,2.000,2.000,0.020,,0.050,0.020,,0.110,"21,452.000",,0.610,2.000,4.000,3.000,9.000,100.000,11.000,10.000,9.000,11.000,100.000,3.000,2.000,4.000,100.000,0.000,1.000,,51.000,78.000,5.000,3.000,2.000,6.000,100.000,3.000,,,,"30,737.000","1,285.000",124.390,,,,,"1,986.000",Yes,Yes,,4.000,Yes,Yes,Yes,Yes,,,"5,420,870.000",Yes,Yes,Yes,No,Yes,,360.528,Yes,50.979,Yes,Yes,Yes,No,No,No,Yes,No,186.000,,,,,,,,,,,,,28.400,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
CNOOC Ltd,883,2023,4.590,3.380,5.030,6.410,59.793,47.267,42.140,89.856,0.249,,,0.024,Yes,"10,779.000","1,484.000",,0.163,"2,617,000.000",,Yes,158.000,,17.000,17.000,0.000,0.000,0.000,0.040,,0.020,0.040,,0.050,"21,786.000",207.000,0.590,3.000,3.000,2.000,5.000,100.000,8.000,11.000,7.000,9.000,100.000,2.000,2.000,5.000,100.000,1.000,2.000,,52.000,79.000,6.000,3.000,2.000,5.000,100.000,3.000,,,,"32,036.600","1,701.000",135.111,,,,,"2,106.000",Yes,Yes,,4.000,Yes,Yes,Yes,Yes,,,"5,700,230.000",Yes,Yes,Yes,No,Yes,,408.668,Yes,63.727,Yes,Yes,Yes,No,No,No,Yes,No,500.000,,,,,,,,,,,,,28.000,,,,,,,,,,,,,,,,,,,,,,,116930.5,Mega Cap
Canadian Natural Resources Ltd,CNQ,2014,,,,,40.579,21.474,22.884,77.243,53.060,,,8.820,No,"19,470.000","1,697.000",,,,,Yes,10.600,No,,,1.000,0.000,1.000,,,,,,0.730,"7,657.000",,,42.000,5.000,5.000,5.000,100.000,13.000,16.000,11.000,7.000,,4.000,4.000,6.000,,0.000,2.000,75.000,55.000,75.000,10.000,4.000,4.000,3.000,,1.000,,,1.000,,"2,499.000",989.437,,,"38,210.199",,,Yes,Yes,,,Yes,No,Yes,,,24.000,,No,Yes,No,,Yes,,,,52.076,,Yes,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2015,3.210,1.500,3.330,6.890,42.119,14.799,23.912,87.477,,,,,No,"19,780.000","1,768.000",,,,,Yes,8.300,No,,,0.000,0.000,0.000,,,,,,0.570,"7,568.000",,,43.000,5.000,5.000,5.000,100.000,11.000,15.000,9.000,8.000,98.860,4.000,4.000,6.000,100.000,1.000,2.000,75.000,56.000,73.000,9.000,4.000,4.000,3.000,100.000,1.000,,,,,"2,863.000","1,839.020",,,"38,612.500",,,Yes,Yes,,,Yes,No,Yes,,,14.000,,No,Yes,No,,Yes,,,,57.924,,Yes,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2016,3.100,1.460,3.360,6.440,43.487,17.095,25.726,87.477,,,,,No,"18,780.000","1,790.000",,,,,Yes,9.100,No,,,0.000,0.000,0.000,,,0.060,,,0.500,"7,270.000",,,44.000,5.000,5.000,5.000,100.000,11.000,15.000,9.000,5.000,100.000,4.000,4.000,6.000,95.840,1.000,2.000,75.000,57.000,74.000,9.000,4.000,4.000,3.000,91.670,1.000,,,,,"2,890.000","1,872.910",18.990,,"34,779.699",,,Yes,Yes,,,Yes,No,Yes,,,10.000,,No,Yes,Yes,,Yes,,,,63.195,,Yes,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2017,3.330,1.910,3.300,6.340,48.124,31.018,25.726,87.477,68.393,,,9.207,No,"21,030.000","2,690.000",,0.058,,,Yes,12.400,No,,,0.000,0.000,0.000,,,0.070,,,0.430,"9,973.000",,,45.000,4.000,4.000,5.000,100.000,11.000,17.000,9.000,6.000,100.000,4.000,4.000,7.000,100.000,1.000,2.000,75.000,58.000,75.000,9.000,3.000,3.000,3.000,100.000,1.000,,,,,"3,700.000","1,517.380",44.700,,"87,100.000","22,000.000","86,700.000",Yes,Yes,,,Yes,No,Yes,,,10.000,,No,Yes,Yes,,Yes,,,,55.240,,Yes,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2018,4.310,3.510,3.780,6.420,53.345,37.632,28.507,93.739,72.114,,,9.661,Yes,"21,970.000","3,130.000",,0.396,,,Yes,15.300,No,,,0.000,0.000,0.000,,,0.060,,,0.350,"9,709.000",,,46.000,4.000,4.000,5.000,100.000,11.000,18.000,8.000,6.000,100.000,4.000,4.000,6.000,100.000,2.000,2.000,75.000,57.000,74.000,8.000,3.000,3.000,3.000,100.000,1.000,,"16,635.600",1.000,"95,643.500","4,752.150","1,538.370",63.410,,"96,700.000","19,400.000","90,400.000",Yes,Yes,,,Yes,Yes,Yes,,,14.000,,No,Yes,Yes,,Yes,,,,78.660,,Yes,,,,No,,No,204.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2019,4.520,3.920,3.810,6.410,53.345,37.632,28.507,93.739,66.633,,,12.280,Yes,"22,120.000","3,090.000",,0.396,,,Yes,25.000,No,,,0.000,0.000,0.000,,,0.040,,,0.280,"10,180.000",,,47.000,4.000,4.000,5.000,100.000,11.000,18.000,8.000,6.000,100.000,3.000,3.000,5.000,100.000,2.000,2.000,75.000,57.000,72.000,8.000,3.000,3.000,3.000,100.000,1.000,,"17,002.699",1.000,"88,669.297","4,430.540","1,370.810",40.340,,"83,200.000","26,300.000","82,800.000",Yes,Yes,,,Yes,Yes,Yes,,,12.000,,No,Yes,Yes,,Yes,,,,81.360,,Yes,,,,No,,No,183.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2020,4.470,3.920,3.410,6.690,57.791,50.982,28.507,93.739,64.959,,,15.426,Yes,"23,810.000","3,220.000",,0.410,"7,300,640.000",,Yes,25.000,No,,,0.000,2.000,2.000,,,0.030,,,0.210,"9,993.000",,,48.000,4.000,4.000,5.000,100.000,11.000,17.000,9.000,5.000,100.000,4.000,4.000,6.000,95.830,2.000,3.000,75.000,58.000,73.000,8.000,4.000,3.000,3.000,100.000,1.000,,"18,047.199",1.000,"94,247.102","4,576.630","1,079.390",37.040,,"100,900.000","31,200.000","75,522.398",Yes,Yes,,,Yes,Yes,Yes,,,8.000,,No,Yes,Yes,,Yes,,340.810,,79.280,,Yes,,,,No,,No,183.687,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2021,4.820,4.410,3.680,6.890,57.690,50.680,28.507,93.739,69.662,,,14.064,Yes,"23,150.000","3,260.000","132,000.000",0.374,"7,927,550.000",,Yes,31.000,No,,,0.000,2.000,2.000,,,0.020,,,0.180,"9,735.000",,,49.000,5.000,5.000,5.000,100.000,12.000,18.000,10.000,5.000,100.000,4.000,4.000,6.000,100.000,2.000,4.000,78.000,59.000,74.000,9.000,5.000,5.000,3.000,100.000,1.000,,"19,981.900",1.000,"99,264.703","4,817.940","1,421.000",38.410,,"84,700.000","27,500.000","75,600.000",Yes,Yes,,,Yes,Yes,Yes,,,8.000,,No,Yes,Yes,,Yes,,,,120.580,,Yes,,,,No,,No,184.949,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2022,4.890,4.370,4.350,6.420,58.837,54.123,28.507,93.739,70.623,,,16.309,Yes,"23,243.100","3,092.650","124,114.000",0.366,"7,863,630.000",,Yes,30.000,No,,,0.000,0.000,0.000,,,0.010,,,0.170,"10,035.000",,,50.000,4.000,4.000,5.000,100.000,11.000,20.000,9.000,5.000,100.000,4.000,4.000,6.000,95.450,2.000,3.000,78.000,60.000,75.000,9.000,4.000,4.000,3.000,100.000,1.000,,"20,069.100",1.000,"95,429.000","3,805.980","1,479.000",28.300,,"86,742.000","15,963.000","70,806.000",Yes,Yes,,,Yes,Yes,Yes,,,10.000,,No,Yes,Yes,,Yes,0.000,0.000,,80.000,,Yes,,,,No,,No,193.733,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Canadian Natural Resources Ltd,CNQ,2023,,,,,,,,,,,,,Yes,,,,,,,Yes,,No,,,,,,,,,,,,"10,272.000",,,51.000,4.000,4.000,5.000,100.000,11.000,20.000,9.000,5.000,100.000,4.000,4.000,5.000,95.000,4.000,3.000,78.000,61.000,76.000,9.000,4.000,4.000,3.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63376.4,Mega Cap
Cenovus Energy Inc,CVE,2014,,,,,61.604,45.032,50.393,89.284,8.060,2.446,0.081,3.127,Yes,"5,564.500","1,378.650",,,,1.361,No,14.049,No,27.000,30.000,0.000,0.000,0.000,0.030,0.060,0.060,0.140,0.750,0.650,"3,557.000","1,682.000",,6.000,3.000,3.000,5.000,100.000,9.000,8.000,8.000,6.000,100.000,4.000,4.000,7.000,100.000,1.000,1.000,,58.000,74.000,8.000,8.000,8.000,5.000,100.000,1.000,,"5,079.000",1.000,"32,999.699",,924.683,,,"15,966.900",,,Yes,Yes,19.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,232.626,No,Yes,Yes,,,No,Yes,No,,,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2015,4.740,4.400,3.140,7.290,63.384,48.414,50.393,91.240,7.770,5.088,0.073,3.167,Yes,"5,944.920","1,292.690",,0.280,,1.189,No,8.810,No,26.000,28.000,0.000,0.000,0.000,0.060,0.060,0.060,0.140,0.460,0.390,"3,013.000",972.000,,7.000,5.000,5.000,6.000,100.000,10.000,8.000,9.000,8.000,98.700,5.000,5.000,5.000,100.000,2.000,1.000,,59.000,75.000,9.000,9.000,9.000,5.000,98.000,1.000,,"5,398.000",,"29,361.100",,461.427,,,"14,067.900",,"2,756.000",Yes,Yes,18.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,104.988,No,Yes,Yes,,,No,Yes,No,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2016,4.860,4.670,3.320,6.990,64.239,48.414,52.963,91.240,7.924,2.306,0.097,2.572,Yes,"6,540.000","1,250.000",,0.300,,1.222,No,6.381,No,25.000,27.000,0.000,0.000,0.000,0.000,0.070,0.050,0.180,0.500,0.420,"2,781.000",747.000,,8.000,4.000,4.000,5.000,100.000,12.000,9.000,11.000,11.000,99.000,5.000,5.000,5.000,100.000,2.000,2.000,,55.000,73.000,11.000,10.000,10.000,5.000,100.000,1.000,,"6,086.000",,"31,411.000",,421.551,,,"13,888.900",,"2,638.000",Yes,Yes,22.000,,Yes,Yes,Yes,Yes,0.000,,,Yes,Yes,Yes,No,Yes,,,Yes,165.271,No,Yes,Yes,,,No,Yes,No,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2017,4.770,4.720,2.750,7.300,64.581,48.414,53.990,91.240,12.078,4.688,0.113,2.779,Yes,"8,411.000","1,042.000",,0.280,,1.139,No,8.834,No,23.000,29.111,0.000,0.000,0.000,0.030,0.070,0.060,0.150,0.430,0.360,"2,882.000",976.000,,9.000,4.000,4.000,5.000,100.000,11.000,8.000,10.000,16.000,98.330,5.000,5.000,6.000,100.000,1.000,2.000,,52.000,74.000,10.000,10.000,10.000,5.000,98.000,1.000,,"7,458.000",,"37,511.102",,678.668,,,"15,185.300",,"2,349.000",Yes,Yes,13.000,,Yes,Yes,Yes,Yes,0.000,,,Yes,Yes,Yes,No,Yes,,,Yes,21.523,No,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2018,4.700,4.510,2.490,7.840,64.581,48.414,53.990,91.240,9.285,3.224,0.189,1.935,Yes,"8,600.000",400.000,,0.330,,1.389,No,6.020,No,23.000,28.130,0.000,1.000,1.000,0.000,0.040,0.030,0.180,0.260,0.240,"2,264.000",778.000,,10.000,5.000,5.000,5.000,100.000,12.000,8.000,11.000,9.000,98.070,5.000,5.000,4.000,100.000,1.000,2.000,,53.000,75.000,11.000,5.000,5.000,5.000,100.000,1.000,,"7,617.000",,"40,606.102",,474.805,,,"12,310.000",,"2,611.000",Yes,Yes,20.000,,Yes,Yes,Yes,Yes,0.000,,,Yes,Yes,Yes,No,Yes,,,Yes,115.860,No,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2019,5.740,5.120,5.000,7.680,53.234,30.957,37.364,91.240,8.991,2.802,0.193,4.179,Yes,"8,600.000",200.000,"213,300.000",0.340,,1.575,No,6.620,No,21.000,29.000,0.000,0.000,0.000,,,,0.150,0.350,0.300,"2,361.000",828.000,,11.000,5.000,5.000,5.000,97.000,12.000,9.000,11.000,7.000,100.000,5.000,5.000,4.000,100.000,1.000,3.000,,54.000,73.000,11.000,5.000,5.000,5.000,100.000,1.000,,,,"40,883.301",,,,,"3,147.000",,"3,019.000",Yes,Yes,19.000,,Yes,Yes,Yes,Yes,,,"29,512.500",Yes,Yes,Yes,No,Yes,,,Yes,,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2020,5.590,5.030,4.750,7.540,57.882,43.612,38.664,91.240,9.552,5.783,0.247,4.791,Yes,"8,700.000",200.000,"210,200.000",0.330,,,No,8.730,No,,29.000,0.000,0.000,0.000,0.000,0.030,0.020,0.330,0.220,0.250,"2,413.000",588.000,,12.000,4.000,4.000,5.000,100.000,11.000,11.000,10.000,13.000,99.000,4.000,4.000,7.000,100.000,2.000,3.000,,54.000,68.000,10.000,5.000,5.000,5.000,100.000,1.000,,,,"42,500.000",,,,,"3,450.000",,"3,352.000",Yes,Yes,19.000,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2021,5.140,4.390,4.520,7.230,62.801,43.612,53.446,91.240,16.535,8.004,0.713,9.125,Yes,"17,600.000","1,800.000","217,800.000",0.387,,,Yes,19.250,No,,29.000,0.000,0.000,0.000,0.010,0.030,0.030,0.170,0.330,0.290,"6,470.000","2,316.000",,13.000,4.000,4.000,5.000,100.000,12.000,11.000,11.000,11.000,97.000,4.000,4.000,7.000,100.000,2.000,3.000,,55.000,79.000,11.000,5.000,5.000,5.000,100.000,1.000,,,,"87,777.797",,,,,"34,738.000",,"33,302.000",Yes,Yes,21.000,,Yes,Yes,Yes,Yes,,,"53,636.301",Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2022,5.190,4.310,4.580,7.520,59.079,43.612,42.261,91.240,16.852,7.400,0.716,12.308,Yes,"16,300.000","1,800.000","234,400.000",0.374,,,Yes,28.230,No,,28.000,0.000,0.000,0.000,0.010,0.060,0.050,0.140,0.320,0.280,"5,998.000","1,434.000",,14.000,4.000,4.000,5.000,100.000,12.000,11.000,11.000,10.000,100.000,4.000,4.000,4.000,100.000,2.000,3.000,,55.000,80.000,11.000,5.000,5.000,5.000,100.000,1.000,,,,"85,555.602",,,,,"37,567.000",,"36,070.000",Yes,Yes,19.000,,Yes,Yes,Yes,Yes,,,"48,643.801",Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Cenovus Energy Inc,CVE,2023,3.760,1.560,5.210,7.050,50.538,17.970,42.261,91.240,,,,,Yes,,,,,,,Yes,53.430,No,,27.000,0.000,0.000,0.000,0.070,0.030,0.040,0.310,0.320,0.320,"6,925.000","1,571.000",,15.000,3.000,3.000,5.000,100.000,12.000,7.000,9.000,8.000,99.020,4.000,4.000,5.000,100.000,0.000,4.000,,54.000,81.000,9.000,6.000,5.000,5.000,100.000,1.000,,,,,,,,,,,,Yes,Yes,25.000,,Yes,Yes,Yes,Yes,,,"72,712.500",Yes,Yes,Yes,No,Yes,,,Yes,,Yes,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636.3,Large Cap
Chevron Corp,CVX,2014,,,,,60.004,42.223,50.786,86.906,139.000,135.000,,113.000,Yes,"66,000.000","6,000.000","363,000.000",,,,Yes,240.000,,16.000,24.700,0.000,3.000,3.000,0.012,0.024,0.022,0.100,0.210,0.180,"64,700.000","226,000.000",,80.000,6.000,6.000,9.000,,13.000,8.000,11.000,6.000,,3.000,3.000,4.000,81.000,1.000,2.000,72.000,55.000,71.000,11.000,3.000,3.000,5.000,81.000,1.000,,,1.000,"257,500.000",,,,,"126,000.000",,,Yes,Yes,16.000,,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,No,Yes,,,No,971.000,Yes,Yes,Yes,,,No,Yes,No,,,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276273.1,Mega Cap
Chevron Corp,CVX,2015,5.010,4.660,3.310,7.700,57.610,27.847,51.814,93.046,148.000,144.000,,84.000,Yes,"68,000.000",,"366,000.000",,,,Yes,213.000,,17.000,24.300,0.000,3.000,3.000,0.020,0.020,0.020,0.100,0.200,0.180,"61,500.000","214,000.000",,81.000,4.000,4.000,10.000,79.000,12.000,7.000,11.000,6.000,79.000,6.000,6.000,4.000,79.000,1.000,2.000,72.000,56.000,72.000,11.000,5.000,5.000,5.000,79.000,1.000,,,1.000,"253,611.000",,,,,"121,000.000",,"77,000.000",Yes,Yes,16.000,,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,No,Yes,,,No,700.000,No,Yes,Yes,,,No,Yes,No,,,0.010,,,,"2,000.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276273.1,Mega Cap
