Company,Ticker,Year,BESG ESG Score,BESG Environmental Pillar Score,BESG Social Pillar Score,BESG Governance Pillar Score,ESG Disclosure Score,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Nitrogen Oxide Emissions,VOC Emissions,Particulate Emissions,Sulphur Dioxide / Sulphur Oxide Emissions,Risks of Climate Change Discussed,GHG Scope 1,GHG Scope 2 Location-Based,GHG Scope 3,Carbon per Unit of Production,Fuel Used - Natural Gas,Energy Per Unit of Production,Policy Against Child Labor,Community Spending,Gender Pay Gap Breakout,Pct Women in Middle and or Other Management,Pct Women in Workforce,Fatalities - Employees,Fatalities - Contractors,Fatalities - Total,Lost Time Incident Rate - Employees,Lost Time Incident Rate - Contractors,Lost Time Incident Rate - Workforce,Total Recordable Incident Rate - Employees,Total Recordable Incident Rate - Contractors,Total Recordable Incident Rate - Workforce,Number of Employees - CSR,Number of Contractors,Employee Turnover Pct,Years Auditor Employed,Size of Audit Committee,Number of Independent Directors on Audit Committee,Audit Committee Meetings,Audit Committee Meeting Attendance Percentage,Board Size,Number of Executives / Company Managers,Number of Non Executive Directors on Board,Number of Board Meetings for the Year,Board Meeting Attendance Pct,Size of Compensation Committee,Num of Independent Directors on Compensation Cmte,Number of Compensation Committee Meetings,Compensation Committee Meeting Attendance %,Number of Female Executives,Number of Women on Board,Board Age Limit,Age of the Youngest Director,Age of the Oldest Director,Number of Independent Directors,Size of Nomination Committee,Num of Independent Directors on Nomination Cmte,Number of Nomination Committee Meetings,Nomination Committee Meeting Attendance Percentage,Board Duration (Years),Carbon Monoxide Emissions,CO2 Scope 1,Scope of Disclosure,Total Energy Consumption,Electricity Used,Total Waste,Waste Recycled,Waste Sent to Landfills,Total Water Withdrawal,Total Water Discharged,Water Consumption,Human Rights Policy,Equal Opportunity Policy,Pct Women in Senior Management,Pct Minorities in Workforce,Business Ethics Policy,Anti-Bribery Ethics Policy,Health and Safety Policy,Training Policy,Pct Employees Unionized,Employee Training Cost,Total Hours Spent by Firm - Employee Training,Social Supply Chain Management,Emissions Reduction Initiatives,Climate Change Policy,Climate Change Opportunities Discussed,Energy Efficiency Policy,Fuel Used - Coal/Lignite,Fuel Used - Crude Oil/Diesel,Waste Reduction Policy,Hazardous Waste,Environmental Supply Chain Management,Water Policy,Biodiversity Policy,Quality Assurance and Recall Policy,Consumer Data Protection Policy,Fair Remuneration Policy,Verification Type,Employee CSR Training,Renewable Energy Use,80%+ Workforce Gender Pay Gap Waterfall,Political Donations,Company Conducts Board Evaluations,Company Has Executive Share Ownership Guidelines,Director Share Ownership Guidelines,GHG Scope 2 Market-Based,Self Generated Renewable Electricity,Pct Minorities in Management,Pct Disabled in Workforce,Percentage Gender Pay Gap for Senior Management,Percentage Gender Pay Gap Mid & Other Management,CO2 Scope 2 Location-Based,Water per Unit of Production,Pct Recycled Materials,Number of Suppliers Audited,Percentage Suppliers Audited,Number of Supplier Audits Conducted,Number Supplier Facilities Audited,Percentage of Suppliers in Non-Compliance,ODS Emissions,Number of Customer Complaints,Transition Plan Claim,Adopts TNFD Recommendations,Zero Deforestation Policy,Board Level Oversight of Biodiversity,Executive Level Oversight of Biodiversity,Company Discloses Employee Engagement Score,Indep Directors,Raw Materials Used,Percentage Gender Pay Gap Employees Ex Management,Percentage Raw Material from Sustainable Sources,"Revenue, Adj","Net Income, Adj",Margin %,"EPS, Adj",Market Cap ($M),Market Cap Category
Tokyo Gas Co Ltd,9531,2022,5.580,6.300,3.140,6.480,60.889,62.912,29.414,90.217,,,,,No,"3,154.000",215.000,"43,151.000",,"1,265,920.000",,Yes,,No,,19.600,,,,,,,,,,"14,141.000",,,53.000,4.000,3.000,11.000,100.000,9.000,27.000,6.000,12.000,100.000,5.000,3.000,3.000,,2.000,2.000,,59.000,71.000,6.000,4.000,3.000,7.000,,1.000,,"3,001.000",2.000,"17,196.400",,133.481,130.260,2.316,"679,501.000","676,921.000",,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,,,,Yes,,Yes,Yes,Yes,,Yes,No,Yes,Yes,1.164,,0.000,Yes,No,No,205.000,0.215,,,,,,,,483.000,,,,,,,,,,,,No,,"10,392.000",,,,,,,11923.6,Large Cap
Tokyo Gas Co Ltd,9531,2023,5.950,6.790,3.140,7.030,60.899,56.629,29.807,96.117,,,,,No,"4,405.000",249.000,"53,515.000",,"1,826,140.000",,Yes,,Yes,,20.100,,,,,,,,,,"13,617.000",,,54.000,4.000,3.000,14.000,100.000,9.000,29.000,6.000,13.000,100.000,5.000,3.000,4.000,100.000,3.000,2.000,,60.000,71.000,6.000,4.000,3.000,9.000,100.000,1.000,,,,"25,208.900",,74.730,70.071,4.030,"633,359.000","629,629.000",,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,,,,Yes,,Yes,Yes,Yes,,Yes,No,Yes,Yes,,,0.000,Yes,No,No,249.000,,,,,,,,,422.000,,,,,,,,,,,,No,,"10,109.000",,,,,,,11923.6,Large Cap
Tokyo Gas Co Ltd,9531,2024,,,,,,,,,,,,,Yes,"4,574.000",227.000,"49,277.000",,"1,672,210.000",,Yes,,Yes,,20.900,,,,,,,,,,"13,251.000",,,55.000,4.000,3.000,14.000,100.000,9.000,31.000,6.000,12.000,99.020,5.000,3.000,6.000,100.000,3.000,2.000,,61.000,72.000,6.000,4.000,3.000,6.000,100.000,1.000,,,,"23,562.500",,20.369,16.521,2.931,"619,989.000","615,761.000",,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Yes,,Yes,No,Yes,Yes,,,0.000,Yes,No,No,227.000,,,,,,,,,392.000,,,,,,,,,,,,No,,"9,249.000",,,,,,,11923.6,Large Cap
TotalEnergies SE,TTE,2014,,,,,54.673,30.837,41.264,91.782,93.000,80.000,,65.000,Yes,"44,000.000","4,100.000","550,000.000",,,,No,609.781,,24.500,31.100,,,9.000,,,0.148,0.212,0.302,0.260,"100,307.000",,7.200,17.000,4.000,3.000,7.000,95.600,14.000,6.000,14.000,10.000,91.900,4.000,3.000,3.000,92.800,0.000,5.000,70.000,34.000,72.000,7.000,6.000,4.000,4.000,100.000,3.000,,,1.000,"153,000.000",,687.000,322.890,137.400,"112,000.000",,,Yes,Yes,24.500,,Yes,Yes,Yes,Yes,67.800,235.000,,Yes,Yes,Yes,No,Yes,,,Yes,223.000,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2015,5.270,5.310,4.490,6.040,56.785,36.152,41.717,92.354,82.000,,,59.000,Yes,"50,000.000","4,000.000","410,000.000",,,,No,426.000,,25.100,32.000,,,9.000,,,0.132,0.184,0.276,0.234,"96,019.000",,8.000,18.000,4.000,3.000,7.000,92.850,12.000,6.000,11.000,9.000,94.900,4.000,3.000,3.000,100.000,0.000,5.000,70.000,35.000,70.000,7.000,5.000,4.000,3.000,93.300,3.000,,"38,900.000",1.000,"153,000.000",,634.000,266.280,88.760,"212,183.000","83,426.000","44,018.000",Yes,Yes,18.600,,Yes,Yes,Yes,Yes,65.500,170.000,"2,312,000.000",Yes,Yes,Yes,No,Yes,,,Yes,202.000,No,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2016,5.550,5.430,4.770,6.580,60.759,48.082,41.717,92.354,76.000,,,52.000,Yes,"51,000.000","4,000.000","426,145.000",,"9,969,260.000",,No,428.119,,25.500,32.400,,,1.000,,,0.102,0.166,0.198,0.182,"102,168.000",,11.150,19.000,3.000,3.000,7.000,92.900,12.000,12.000,11.000,10.000,88.400,3.000,3.000,3.000,100.000,2.000,6.000,70.000,53.000,67.000,8.000,3.000,3.000,2.000,100.000,3.000,,"36,400.000",1.000,"150,000.000",,,,,"490,768.000",319.071,"51,824.000",Yes,Yes,19.900,,Yes,Yes,Yes,Yes,68.900,181.428,"2,198,860.000",Yes,Yes,Yes,No,Yes,,519.259,Yes,187.000,Yes,Yes,Yes,,,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2017,6.120,6.400,5.310,6.480,66.231,53.579,46.372,98.615,69.000,,,47.000,Yes,"50,000.000","4,000.000","404,612.000",,"9,969,260.000",,Yes,273.961,,26.300,33.300,0.000,1.000,1.000,,,0.116,0.178,0.176,0.176,"98,277.000",,13.080,20.000,4.000,4.000,7.000,92.000,12.000,13.000,11.000,9.000,93.500,4.000,3.000,3.000,100.000,2.000,6.000,70.000,49.000,68.000,9.000,3.000,3.000,2.000,83.300,3.000,,"33,500.000",1.000,"134,700.000","7,000.000",,,,"516,014.000","475,918.000","40,096.000",Yes,Yes,21.100,,Yes,Yes,Yes,Yes,73.100,188.269,"1,944,150.000",Yes,Yes,Yes,Yes,Yes,,450.678,Yes,178.000,Yes,Yes,Yes,,,No,Yes,Yes,0.000,,,,,,,10.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2018,6.160,6.500,5.250,6.530,67.760,62.338,42.201,98.615,66.000,81.000,,48.000,Yes,"40,475.699","3,742.360","404,640.000",,"10,384,600.000",,Yes,,,23.600,35.100,0.000,4.000,4.000,,,0.118,0.164,0.202,0.182,"104,460.000",,12.280,21.000,4.000,4.000,7.000,100.000,12.000,13.000,11.000,10.000,95.000,5.000,4.000,2.000,100.000,1.000,6.000,70.000,50.000,69.000,9.000,4.000,4.000,3.000,91.700,3.000,,"38,070.102",1.000,"135,333.000","7,525.200",573.000,326.610,103.140,"534,848.000","494,028.000","40,821.000",Yes,Yes,19.200,,Yes,Yes,Yes,Yes,71.500,185.401,"1,873,390.000",Yes,Yes,Yes,Yes,Yes,,484.992,Yes,194.000,Yes,Yes,Yes,,,No,Yes,Yes,830.000,,,,,,,4.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2019,6.560,6.950,5.440,7.090,69.440,63.757,45.828,98.615,72.000,83.000,,39.000,Yes,"40,661.602","3,596.130","415,745.000",,"12,215,500.000",,Yes,,,24.800,35.800,0.000,4.000,4.000,0.104,0.086,0.096,0.148,0.176,0.162,"107,776.000",,12.290,22.000,4.000,4.000,7.000,96.400,12.000,13.000,11.000,10.000,94.200,4.000,3.000,3.000,93.300,2.000,7.000,70.000,51.000,70.000,9.000,4.000,4.000,4.000,93.800,3.000,,"38,548.398",1.000,"152,100.000","6,854.640",662.000,430.300,99.300,"579,416.000","542,813.000","36,604.000",Yes,Yes,20.500,,Yes,Yes,Yes,Yes,71.200,163.000,"1,998,270.000",Yes,Yes,Yes,Yes,Yes,,392.155,Yes,288.000,Yes,Yes,Yes,,,No,Yes,Yes,830.000,,,,,,"4,000.000",0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2020,6.330,6.690,5.300,6.810,70.627,63.757,49.395,98.615,64.000,69.000,,34.000,Yes,"38,000.000","2,791.600","354,562.000",,"7,761,270.000",,Yes,,,25.600,34.800,0.000,1.000,1.000,0.100,0.092,0.096,0.126,0.174,0.148,"105,476.000",,11.160,23.000,4.000,4.000,7.000,100.000,13.000,8.000,12.000,8.000,97.950,4.000,3.000,3.000,100.000,2.000,6.000,70.000,32.000,71.000,8.000,4.000,3.000,3.000,100.000,3.000,,"33,573.102",1.000,"102,824.000","7,056.180",501.000,295.590,60.120,"575,700.000","531,600.000","75,000.000",Yes,Yes,21.100,,Yes,Yes,Yes,Yes,71.900,104.000,"2,025,140.000",Yes,Yes,Yes,Yes,Yes,,99.132,Yes,198.000,Yes,Yes,Yes,,,No,Yes,Yes,860.000,,,,,,"2,847.910",0.000,,,,,,,,79.000,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2021,6.280,6.780,5.440,6.320,71.411,65.479,50.030,98.615,59.000,58.000,,16.000,Yes,"34,000.000","2,074.000","391,154.000",,"11,371,600.000",,Yes,,,27.000,35.800,1.000,0.000,1.000,0.094,0.096,0.096,0.118,0.180,0.150,"101,309.000",,14.680,24.000,5.000,3.000,7.000,100.000,14.000,8.000,13.000,9.000,99.180,3.000,2.000,3.000,100.000,2.000,6.000,70.000,33.000,72.000,9.000,4.000,3.000,4.000,100.000,3.000,,"32,000.000",1.000,"135,026.000","6,725.000",500.000,305.000,80.000,"1,389,920.000","1,342,550.000","75,000.000",Yes,Yes,22.600,,Yes,Yes,Yes,Yes,72.600,141.833,"2,425,420.000",Yes,Yes,Yes,Yes,Yes,0.000,73.177,Yes,165.000,Yes,Yes,Yes,,,Yes,Yes,Yes,26.000,,,,,,"2,400.000",1.000,,,,,,,,83.000,,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2022,6.840,7.490,6.020,6.610,75.677,75.113,53.204,98.615,60.000,48.000,3.900,13.000,Yes,"37,000.000","2,000.000","449,000.000",,"13,011,100.000",,Yes,,,28.000,36.300,0.000,3.000,3.000,0.102,0.078,0.090,0.120,0.150,0.130,"101,279.000",,12.400,19.000,5.000,3.000,7.000,100.000,14.000,8.000,13.000,9.000,98.520,4.000,3.000,3.000,100.000,2.000,6.000,70.000,34.000,73.000,9.000,5.000,4.000,4.000,94.440,3.000,,"35,800.000",1.000,"151,601.000","6,350.000",498.000,302.000,59.760,"1,446,180.000","1,387,910.000","58,278.000",Yes,Yes,23.800,,Yes,Yes,Yes,Yes,73.600,171.775,"3,617,680.000",Yes,Yes,Yes,Yes,Yes,0.000,67.341,Yes,176.000,Yes,Yes,Yes,,,Yes,Yes,Yes,801.200,,,,,,"2,000.000",1.200,,,,,,,,200.000,0.200,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
TotalEnergies SE,TTE,2023,7.020,7.320,6.200,7.370,76.803,78.496,53.204,98.615,60.000,43.000,4.100,12.000,Yes,"32,100.000","1,805.000","417,000.000",,"12,140,000.000",,Yes,,,29.700,36.900,0.000,2.000,2.000,0.084,0.076,0.080,0.102,0.150,0.120,"102,579.000",,13.500,20.000,5.000,3.000,7.000,100.000,14.000,8.000,13.000,9.000,97.619,4.000,3.000,3.000,100.000,2.000,6.000,70.000,35.000,74.000,9.000,5.000,4.000,5.000,96.000,3.000,,"31,000.000",1.000,"142,292.000","6,242.400",521.000,317.810,72.940,"1,406,560.000","1,341,230.000","65,337.000",Yes,Yes,25.100,,Yes,Yes,Yes,Yes,73.000,225.674,"4,103,160.000",Yes,Yes,Yes,Yes,Yes,0.000,65.012,Yes,202.000,Yes,Yes,Yes,,,Yes,Yes,Yes,"1,778.820",,,,,,"2,330.000",4.353,,,,,,,,300.000,0.300,,,,,,,,,,,,,,,,,,,,136561.9,Mega Cap
Tourmaline Oil Corp,TOU,2014,,,,,35.842,10.329,19.015,78.025,3.644,,,0.312,No,721.263,54.690,,0.139,,,No,,No,,32.000,,,0.000,0.000,0.240,,0.000,0.880,,174.000,110.000,,7.000,3.000,3.000,4.000,100.000,11.000,9.000,8.000,5.000,100.000,3.000,3.000,1.000,100.000,0.000,0.000,,,,7.000,3.000,3.000,1.000,100.000,1.000,,,,,,,,,,,,No,No,,,Yes,No,Yes,No,,,,No,No,Yes,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2015,3.330,2.140,2.680,6.590,41.082,13.712,29.414,79.982,5.686,,,0.538,No,927.234,70.231,,0.132,,,No,,No,,33.000,0.000,0.000,0.000,0.000,0.080,,0.000,0.530,,186.000,141.000,,8.000,4.000,4.000,4.000,100.000,11.000,7.000,9.000,5.000,100.000,3.000,3.000,3.000,100.000,0.000,1.000,,,,8.000,4.000,4.000,3.000,100.000,1.000,,,,,,,,,723.706,,,No,Yes,,,Yes,Yes,Yes,No,,0.028,,No,No,Yes,No,No,,,No,,No,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2016,3.970,2.870,3.500,6.710,44.533,14.890,33.585,84.979,6.012,,,0.364,No,"1,054.600",137.733,,0.132,,,No,0.882,No,,34.000,0.000,0.000,0.000,0.000,0.080,,0.000,0.530,,194.000,169.000,,9.000,4.000,4.000,4.000,100.000,11.000,7.000,9.000,5.000,100.000,3.000,3.000,1.000,100.000,0.000,1.000,,49.000,75.000,9.000,5.000,5.000,1.000,100.000,1.000,,,,,,,,,497.424,,,No,Yes,,,Yes,Yes,Yes,No,,0.057,,No,Yes,Yes,No,No,,,No,,No,Yes,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2017,4.570,4.050,3.660,6.570,50.749,33.555,33.585,84.979,7.984,,,0.712,Yes,"1,381.730",183.180,,0.130,,,No,0.557,No,,35.000,0.000,0.000,0.000,0.000,0.210,,0.000,0.890,,210.000,219.000,,10.000,4.000,4.000,4.000,100.000,11.000,8.000,9.000,5.000,100.000,4.000,4.000,2.000,100.000,1.000,2.000,,50.000,76.000,9.000,5.000,5.000,2.000,100.000,1.000,,,,,,,,,835.415,,,No,Yes,,,Yes,Yes,Yes,No,,0.095,,No,Yes,Yes,No,No,,,No,,No,Yes,No,,,No,No,No,,,,,,,183.180,,,,,,,145.000,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2018,4.720,4.020,4.240,6.520,51.816,33.555,36.790,84.979,7.229,,,0.846,Yes,"1,790.020",58.568,,0.136,,,No,2.496,No,,37.000,0.000,0.000,0.000,0.000,0.120,,0.000,1.020,,237.000,227.000,,11.000,4.000,4.000,4.000,100.000,10.000,9.000,8.000,6.000,100.000,4.000,4.000,2.000,100.000,2.000,2.000,,51.000,77.000,8.000,3.000,3.000,3.000,100.000,1.000,,,,,,,,,712.334,,,No,Yes,,,Yes,Yes,Yes,Yes,0.000,0.264,,No,Yes,Yes,No,No,,,No,,No,Yes,No,,,No,No,No,,,,,,,58.568,,,,,,,112.000,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2019,4.960,4.370,4.480,6.560,54.331,34.823,36.790,91.240,6.191,,,0.982,Yes,"2,002.810",81.849,,0.139,,,No,1.087,No,,37.000,0.000,0.000,0.000,0.000,0.140,,0.000,0.940,,243.000,241.000,,12.000,3.000,3.000,4.000,100.000,9.000,9.000,7.000,5.000,100.000,3.000,3.000,2.000,100.000,2.000,2.000,,52.000,77.000,7.000,4.000,4.000,2.000,100.000,1.000,,,,,,,,,543.329,,,No,Yes,,,Yes,Yes,Yes,Yes,0.000,0.475,,No,Yes,Yes,No,Yes,,,No,,No,Yes,Yes,,,No,No,Yes,,,,,,,81.849,,,,,,,96.000,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2020,4.740,4.480,3.660,6.400,56.071,40.562,36.276,91.240,15.872,3.860,0.085,0.909,Yes,"2,067.200",82.317,,0.133,,,Yes,1.086,No,,36.000,0.000,0.000,0.000,0.000,0.160,,0.000,0.830,,296.000,308.000,,13.000,3.000,3.000,4.000,100.000,10.000,9.000,8.000,5.000,100.000,3.000,3.000,2.000,100.000,3.000,3.000,,53.000,78.000,8.000,4.000,4.000,2.000,100.000,1.000,,,,,,,,,507.594,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,0.212,,No,Yes,Yes,No,Yes,,,No,,No,Yes,Yes,,,No,No,Yes,,,,,,,82.317,,,,,,,96.000,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2021,4.560,4.040,3.940,6.180,66.935,54.938,48.247,97.502,15.499,4.366,0.137,1.425,Yes,"2,598.880",86.122,,0.122,,,Yes,1.705,No,,38.000,0.000,1.000,1.000,0.000,0.060,,0.000,0.610,,318.000,370.000,,14.000,3.000,3.000,4.000,100.000,10.000,10.000,8.000,5.000,100.000,3.000,3.000,2.000,100.000,4.000,3.000,,54.000,79.000,8.000,4.000,4.000,3.000,100.000,1.000,,,,,,,,,979.610,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,0.472,,Yes,Yes,Yes,No,Yes,,,No,,Yes,Yes,Yes,,,No,Yes,Yes,,,0.000,,,,86.122,,,,,,,123.800,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2022,4.940,4.470,4.430,6.320,66.935,54.938,48.247,97.502,20.033,4.263,0.170,1.926,Yes,"2,933.540",79.230,,0.121,,,Yes,1.295,No,,39.000,0.000,0.000,0.000,0.000,0.100,,0.000,0.780,,360.000,398.000,,15.000,3.000,3.000,5.000,100.000,10.000,10.000,8.000,5.000,100.000,3.000,3.000,2.000,100.000,3.000,3.000,,55.000,80.000,8.000,4.000,4.000,2.000,100.000,1.000,,,,,,,,,"1,047.380",,,Yes,Yes,,,Yes,Yes,Yes,Yes,,0.736,,Yes,Yes,Yes,No,Yes,,,No,,Yes,Yes,Yes,,,No,Yes,Yes,,,0.000,,,,79.230,,,,,,,123.000,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Tourmaline Oil Corp,TOU,2023,,,,,,,,,17.440,3.843,0.196,2.559,Yes,"3,084.650",83.001,,0.167,,,Yes,1.781,No,,37.000,,,,,0.110,,,0.480,,389.000,636.000,,16.000,3.000,3.000,4.000,100.000,11.000,10.000,9.000,5.000,100.000,3.000,3.000,1.000,100.000,3.000,3.000,,56.000,81.000,9.000,4.000,4.000,2.000,100.000,1.000,,,,,,,,,"1,195.840",,,Yes,Yes,,,Yes,Yes,Yes,Yes,,0.741,,Yes,Yes,Yes,No,Yes,,,No,,Yes,Yes,Yes,,,No,Yes,Yes,,,0.000,,,,83.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18342.8,Large Cap
Transocean Ltd,RIG,2015,2.720,1.240,1.810,6.590,42.471,15.615,26.663,84.979,25.000,,,1.700,,"1,367.000",,,,,,Yes,,,,,0.000,0.000,0.000,,,0.130,,,0.420,"8,600.000",500.000,,17.000,3.000,3.000,8.000,80.000,11.000,7.000,10.000,7.000,80.000,4.000,4.000,7.000,80.000,0.000,1.000,,35.000,68.000,10.000,3.000,3.000,5.000,80.000,1.000,,"1,337.000",,,,13.990,5.050,,,,,Yes,,,,Yes,Yes,Yes,Yes,30.000,,,,,,,,,,,6.730,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2016,3.210,1.360,3.220,6.480,49.160,18.816,43.561,84.979,16.950,0.570,,1.140,,931.000,,,,,,Yes,,,,7.000,0.000,0.000,0.000,,,0.040,,,0.340,"4,925.000",400.000,,18.000,3.000,3.000,8.000,80.000,11.000,7.000,10.000,4.000,80.000,4.000,4.000,4.000,80.000,1.000,1.000,,36.000,69.000,10.000,3.000,3.000,4.000,80.000,1.000,,913.170,,,,11.770,4.430,,,,,Yes,,7.000,,Yes,Yes,Yes,Yes,28.000,,"53,000.000",,,,,,,,,4.120,,,,,No,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2017,2.970,0.810,3.370,6.630,45.800,12.927,39.359,84.979,17.590,0.590,,1.180,,966.000,,,,,,Yes,,,,,,,1.000,,,0.020,,,0.180,"4,500.000",400.000,,19.000,3.000,3.000,8.000,80.000,11.000,7.000,10.000,4.000,80.000,4.000,4.000,4.000,80.000,1.000,1.000,,37.000,70.000,10.000,3.000,3.000,4.000,80.000,1.000,,947.350,,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,26.000,21.000,"130,216.000",,,,,,,,,,,,,,No,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2018,3.320,0.740,5.080,6.320,51.222,14.648,53.930,84.979,25.830,0.870,,1.740,,"1,419.000",,,,,,Yes,1.250,,,6.200,0.000,0.000,0.000,0.000,0.000,0.000,,,0.370,"5,900.000",800.000,,20.000,4.000,4.000,8.000,100.000,11.000,6.000,10.000,4.000,100.000,3.000,3.000,4.000,100.000,0.000,1.000,,38.000,70.000,10.000,3.000,3.000,4.000,100.000,1.000,,"1,391.580",,,,,,,,,,Yes,,15.600,,Yes,Yes,Yes,Yes,34.000,29.000,"139,504.000",,,,,,,504.600,,,,,,,No,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2019,2.520,0.760,2.130,6.350,51.343,19.209,47.219,87.477,20.779,0.700,,1.399,,"1,143.170",3.172,32.966,,,,Yes,1.500,,,7.000,0.000,0.000,0.000,,,0.040,,,0.260,"5,900.000",700.000,,21.000,4.000,4.000,8.000,100.000,10.000,6.000,9.000,4.000,100.000,3.000,3.000,4.000,100.000,0.000,1.000,75.000,39.000,71.000,9.000,3.000,3.000,4.000,100.000,1.000,,"1,119.410",,,8.645,,,,,,,Yes,,15.000,,Yes,Yes,Yes,Yes,47.000,,,,,,,,,405.788,,,,,,,Yes,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2020,2.730,0.820,2.510,6.630,51.715,20.477,47.068,87.477,19.573,0.659,,1.318,,"1,076.410",3.281,22.323,,,,Yes,,,,6.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.240,"4,820.000",530.000,,22.000,5.000,5.000,8.000,100.000,11.000,6.000,10.000,5.000,100.000,3.000,3.000,4.000,100.000,0.000,2.000,75.000,40.000,72.000,10.000,3.000,3.000,4.000,100.000,1.000,,"1,054.460",,,8.109,,,,,,,Yes,,17.000,,Yes,Yes,Yes,Yes,43.000,,,,,,,,,394.430,,,,,,,Yes,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2021,3.350,1.190,3.180,7.640,58.435,37.421,50.302,87.477,16.178,0.545,,1.089,,888.842,2.288,15.316,,,,Yes,,,,6.000,0.000,0.000,0.000,0.020,0.000,0.020,0.260,0.210,0.470,"5,000.000",530.000,,23.000,5.000,5.000,8.000,100.000,11.000,6.000,10.000,4.000,100.000,3.000,3.000,4.000,100.000,0.000,3.000,75.000,41.000,69.000,10.000,3.000,3.000,4.000,100.000,1.000,,871.516,,"3,384.000",5.946,,,,,,,Yes,,18.000,,Yes,Yes,Yes,Yes,42.000,,,,,,,,,315.946,,,,,,,Yes,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
Transocean Ltd,RIG,2022,3.340,1.180,3.190,7.610,58.435,37.421,50.302,87.477,16.965,0.571,,1.142,,931.117,2.072,24.215,,,,Yes,,,,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.210,0.250,0.460,"5,040.000",300.000,,24.000,5.000,5.000,8.000,75.000,11.000,6.000,10.000,4.000,75.000,3.000,3.000,4.000,75.000,0.000,3.000,75.000,42.000,70.000,10.000,3.000,3.000,4.000,75.000,1.000,,913.954,,"3,572.000",6.670,,,,,,,Yes,,19.000,,Yes,Yes,Yes,Yes,43.000,,,,,,,,,331.309,,,,,,,Yes,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953.1,Mid Cap
